stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,3.21,0,134.79
21Day,2.68,4.02,0,1.34,2.68,9.37,0,108.42
3Month,3.2,0.32,1.28,1.28,0,0.32,0.32,18.88
22Month,15.85,0.55,0.55,1.09,0.55,0.55,0,9.84
