stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,8.17,0,8.17
72hpf,0,0,0,7.49,0,2.14
21Day,2.68,0,1.34,1.34,0,1.34
3Month,1.6,0.32,0,0,0,0.32
22Month,0.55,0,0,0,1.09,0
