stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,4.09
72hpf,0,0,0,0,0,4.28,0
21Day,0,1.34,0,0,1.34,1.34,0
3Month,2.56,0,0.32,0.64,0,0.32,0
22Month,21.32,0,0,0.55,0,0,0.55
