stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,28.6,40.86,0,0
72hpf,0,1.07,0,0,5.35,2.14,0,1.07
21Day,0,1.34,0,0,6.69,0,0,0
3Month,0,7.68,57.91,0.32,1.28,0,0.32,1.6
22Month,0.55,3.28,0.55,0,0,0,0,0.55
