stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,0,32.69,0,0,0
72hpf,0,7.49,0,0,0,8.56,0,0,1.07
21Day,0,33.46,0,0,1.34,5.35,0,0,2.68
3Month,6.4,54.71,4.8,2.56,1.6,1.28,0,0.96,2.24
22Month,0.55,10.93,0,0,0,0,27.33,0,0.55
