stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,0,0,0,0
72hpf,0,5.35,0,0,0,5.35,0,2.14
21Day,1.34,0,0,1.34,1.34,1.34,0,0
3Month,4.8,0,1.6,1.28,0,0.32,0,0.32
22Month,6.01,0,1.64,1.09,0,0,0.55,0
