stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,49.04,0,4.09,0,89.9,4.09,44.95
72hpf,0,11.77,1.07,0,0,5.35,0,0
21Day,0,1.34,0,0,0,0,0,0
3Month,0,0,0.32,0,0,0,0,0
22Month,6.01,88.56,1403.26,36.08,1.64,6.01,11.48,10.39
