stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
24hpf,0,0,12.26,0,0,0
72hpf,0,0,6.42,0,0,0
21Day,1.34,0,8.03,0,0,1.34
3Month,2.24,0.32,26.56,0.32,0.32,0.32
22Month,2.19,0.55,15.31,0,0,0
