stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,16.35,0,0
72hpf,1.07,1.07,0,0,3.21,1.07,1.07
21Day,0,4.02,1.34,0,5.35,0,8.03
