stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,20.43,0,12.26
72hpf,1.07,7.49,0,0,4.28,78.09,4.28,9.63
21Day,0,29.45,0,0,6.69,30.79,6.69,14.72
3Month,0.32,8.64,18.88,1.28,4.16,6.4,13.76,2.56
22Month,0,3.83,13.67,0.55,1.09,5.47,12.03,2.19
