stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,4.09,0,0
72hpf,0,5.35,0,0,1.07,0,0,1.07
21Day,0,5.35,1.34,0,1.34,2.68,0,2.68
3Month,0,2.56,0,1.6,0.64,0,0,0.64
22Month,0,14.21,0.55,1.09,0,0,0.55,3.83
