stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,12.26,0
72hpf,0,0,0,0,0,8.56
21Day,1.34,1.34,0,0,4.02,14.72
3Month,2.56,8.96,0.96,1.28,0,1.28
22Month,2.19,0.55,0,0.55,0,0
