stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,0,0
72hpf,0,0,0,0,6.42,0,0,0
3Month,0.32,0.64,1.28,0.32,0,0,0,0.32
22Month,0,3.83,0.55,3.28,0,0.55,0.55,0.55
