stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,4.09,8.17
72hpf,0,0,0,0,8.56,0
21Day,2.68,0,0,0,1.34,2.68
3Month,0.96,0.32,1.6,0.32,0,0.32
22Month,4.37,0,0,0,0.55,0.55
