stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,343.26,0,0,44.95,81.73,629.31,0,0,224.75
72hpf,5.35,259.96,5.35,0,8.56,18.19,243.91,0,1.07,605.5
21Day,5.35,230.23,8.03,0,29.45,64.25,111.1,0,12.05,461.79
3Month,8.32,133.42,0.32,61.75,70.07,15.04,8.32,0,4.48,78.71
22Month,7.65,98.4,0,4.92,55.76,4.92,20.77,44.83,4.92,51.39
