stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,2.14,0,1.07,0,1.07,1.07,0
21Day,9.37,1.34,14.72,16.06,4.02,6.69,1.34
3Month,0.96,0,9.6,0.32,0,0,0
22Month,4.92,0.55,12.57,0.55,0,0.55,0.55
