stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,2.14,1.07
21Day,1.34,0,0,0,0
3Month,0.96,0.64,0,0,0
22Month,3.28,0.55,2.19,0,0.55
