stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,1.07,0,0,2.14,1.07
21Day,0,0,0,9.37,5.35
3Month,4.16,39.35,0.32,0.96,0
