stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,16.35,0,28.6,61.3,232.93,0,12.26
72hpf,1.07,4.28,0,0,22.47,28.88,0,36.37
21Day,1.34,12.05,1.34,0,0,2.68,0,16.06
3Month,0.32,12.48,105.9,6.08,2.24,0.96,0.96,5.12
22Month,0,11.48,21.32,10.39,1.09,1.09,0.55,1.64
