stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,69.47,0,0,4.09,20.43,8.17,4.09
72hpf,0,47.07,5.35,0,0,142.28,11.77,9.63
21Day,1.34,1.34,0,0,1.34,25.43,1.34,1.34
3Month,0,0.96,0,0,1.6,0.32,0.32,0.32
22Month,0.55,10.93,0,2.73,2.73,0.55,0,1.09
