stage,Endothelial,Epithelial,Germ,Neuron,Secretory,Stromal
72hpf,0,0,0,3.21,0,0
21Day,0,0,0,0,1.34,0
3Month,0.32,1.92,19.2,0,0,0.32
22Month,0,2.19,7.11,0.55,0,0.55
