stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,20.43,0
72hpf,1.07,1.07,0,1.07,12.84,1.07
21Day,2.68,8.03,0,1.34,14.72,1.34
3Month,1.6,0,1.92,0.32,0,0
