stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,28.6,0,0,0,32.69,0,20.43
72hpf,7.49,0,0,2.14,18.19,2.14,11.77
21Day,12.05,0,5.35,4.02,14.72,2.68,33.46
3Month,18.24,0.64,7.04,3.52,1.28,1.92,1.6
22Month,4.37,0,1.64,0,0,0,0.55
