stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,4.09,0,16.35,0,0,0
72hpf,2.14,2.14,0,0,2.14,14.98,0,0,2.14
21Day,2.68,1.34,1.34,0,0,9.37,1.34,0,6.69
3Month,0.32,4.16,0,0.96,0.32,0,0,0.64,1.28
22Month,0.55,6.56,0,0.55,0.55,0.55,0.55,0,0
