stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,4.09,0,4.09,110.33,0,8.17
72hpf,0,0,0,2.14,0,0
21Day,0,1.34,0,0,0,1.34
22Month,0.55,0,0,0,0.55,0
