stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,12.26,8.17,0,0,53.12,65.38,4.09,420.9
72hpf,8.56,0,0,0,80.23,13.91,0,11.77
21Day,8.03,1.34,0,0,64.25,4.02,0,0
3Month,7.36,0,0.64,0.96,34.55,0.96,0,0.64
22Month,14.76,0,0,2.73,45.92,0,0,0.55
