stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,8.17,0
72hpf,0,0,0,0,3.21,0
21Day,1.34,0,0,0,0,0
3Month,2.24,0.32,0.96,0,0.32,0.64
22Month,1.09,0,0.55,0.55,0,0
