stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,12.26,8.17,0,4.09
72hpf,1.07,1.07,0,1.07,0,0
21Day,0,2.68,0,4.02,0,0
22Month,8.75,1.09,0,0,0.55,0
