stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Stromal
24hpf,0,0,0,0,0,0,8.17
72hpf,0,1.07,0,0,0,0,1.07
3Month,0,0.64,0.32,0.32,0,0,0.32
22Month,1.09,4.37,0.55,1.64,1.09,0.55,0
