stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,9.63,0
21Day,1.34,5.35,0,0,42.83,2.68
3Month,1.6,0,0.32,0,3.2,0
22Month,4.92,0,0,0.55,6.56,0
