stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
3Month,0,0.96,0,0,0,0,0
22Month,1.64,22.41,0.55,1.64,2.19,0.55,3.83
