stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,147.11,0,0
72hpf,2.14,11.77,10.7,6.42,5.35,1201.38,1.07,17.12
21Day,0,4.02,8.03,5.35,4.02,148.58,4.02,1.34
3Month,0,0.64,0,0,0,3.2,0,0
