stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,3.21,0,0,0
21Day,0,0,1.34,0,6.69,4.02,0,1.34
3Month,0.32,10.24,53.75,2.88,0.32,0.64,1.28,0.96
