stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,12.26,8.17
72hpf,0,0,0,9.63,1.07
21Day,0,0,0,2.68,4.02
3Month,0.32,0.32,0.32,0,0.32
22Month,2.73,0,0.55,0,0
