stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,8.17,0
72hpf,1.07,0,0,6.42,1.07
21Day,2.68,1.34,0,9.37,1.34
3Month,4.8,0,0.64,0.64,0
22Month,1.09,0,0,0,0
