stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,4.09
72hpf,1.07,0,0,1.07
21Day,0,0,0,1.34
3Month,0.96,0.96,0.64,0
22Month,0.55,0,0,0
