stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,44.95,0,0,24.52,4.09,486.28,4.09,73.56
72hpf,2.14,14.98,2.14,0,1.07,1.07,135.86,0,25.67
21Day,2.68,17.4,2.68,2.68,8.03,2.68,38.82,2.68,22.76
3Month,0,8.32,0,6.4,1.92,0.32,0,0,0.96
22Month,0.55,6.01,0,0,2.19,0,0.55,0,0.55
