stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,24.52,0,0
72hpf,0,0,0,4.28,1.07,0
21Day,1.34,0,0,0,1.34,1.34
3Month,2.24,1.28,0.32,0.32,0,0.64
22Month,1.09,0,0.55,0,0,0
