stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,12.26,0,0,4.09,0,0
72hpf,4.28,0,0,5.35,0,0
21Day,4.02,0,0,2.68,0,2.68
3Month,1.6,1.28,0.32,0.64,0.64,0.32
22Month,0,0,0.55,0,0,0
