stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16.35,359.6,4.09,0,53.12,28.6,2455.93,20.43,0,343.26
72hpf,13.91,372.29,13.91,1.07,7.49,36.37,741.37,33.16,20.33,184
21Day,1.34,493.92,123.15,30.79,112.44,104.41,404.24,1.34,33.46,349.36
3Month,4.48,525.36,8.64,2436.73,71.99,23.68,66.23,0.96,27.84,43.19
22Month,8.2,1265.51,10.93,140.49,106.6,6.56,39.91,72.16,10.39,38.27
