stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,8.17,0,0,0,0,32.69,0,0
72hpf,18.19,0,0,0,0,2.14,0,1.07
21Day,14.72,1.34,0,0,0,2.68,0,0
3Month,2.88,0,0.96,0.32,0,0,0.32,0.64
22Month,3.83,0,0,2.73,0.55,0,0,0.55
