stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8.17,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,2.14,0,0,0
21Day,0,4.02,2.68,0,0,2.68,0,0,0
3Month,0,45.75,8.32,1.92,19.2,1.6,0.32,1.6,1.28
22Month,4.37,221.4,10.93,16.4,3.28,0.55,3.83,1.09,6.56
