stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,40.86,0,0,0
72hpf,0,0,0,0,27.81,0,1.07,3.21
21Day,8.03,1.34,0,0,5.35,0,0,4.02
3Month,4.48,0,0.96,0.64,0,0.32,0.32,0
22Month,16.4,0.55,0,0,1.09,2.73,0.55,0
