stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,2.14,0,0,1.07,3.21,2.14
21Day,5.35,0,0,1.34,2.68,0
3Month,6.08,10.56,1.28,0,0.32,0.64
22Month,6.01,6.56,0,0,0,0
