stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,2.68,0,0,0,0,0,0
3Month,0.96,33.59,4.8,3.52,0.64,0.32,0.96,1.28
22Month,0,17.49,5.47,0.55,0,0,0.55,1.09
