stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,12.26,0,4.09
21Day,4.02,0,0,0,0
3Month,4.16,1.28,0,0.32,0.64
22Month,0.55,1.09,0,0,0
