stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,4.09,4.09,4.09,0,0,0
72hpf,0,6.42,0,0,1.07,5.35,0,0,4.28
21Day,0,58.9,0,2.68,2.68,1.34,0,1.34,5.35
3Month,0.32,20.48,0.32,6.72,0,0,0,0.32,2.56
22Month,1.09,63.41,0.55,15.31,1.64,2.19,3.28,0.55,10.39
