stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,12.26,0
72hpf,0,1.07,0,0,7.49,0
21Day,0,1.34,0,1.34,2.68,1.34
22Month,0,2.19,0.55,0,0,0
