stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,34.23,0,0,1.07
21Day,0,1.34,0,0,25.43,0,0,2.68
3Month,0,1.28,0.64,0,0.32,0,0,0.64
22Month,0.55,16.4,0.55,1.64,0,0.55,0.55,0.55
