stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,49.04,16.35,0,0
72hpf,2.14,3.21,0,19.26,35.3,0,0
21Day,0,0,0,10.71,17.4,0,2.68
3Month,0.64,0,0.32,0.32,0.64,0,0
22Month,2.73,0,0,0,0,0.55,0
