stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,2.14,0,0,0,0,0,0,21.4,2.14
21Day,37.48,17.4,0,20.08,10.71,42.83,0,1446.95,29.45
3Month,46.39,0.32,3.52,6.4,2.56,0.32,0,618.78,1.92
22Month,47.01,0,0.55,0.55,0,0,7.65,184.22,1.64
