stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,4.09,20.43,4.09
72hpf,0,0,1.07,0,5.35,0
21Day,0,2.68,1.34,0,1.34,1.34
22Month,0,1.64,0,0,0,0
