stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,3.21,0,0,0,10.7,0,0,0
21Day,0,4.02,1.34,0,1.34,17.4,0,0,1.34
3Month,0,5.44,0,12.16,0.96,0.32,0,0,0.96
22Month,0.55,18.59,0,0.55,4.37,0.55,8.75,1.64,1.09
