stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,25.67,0
21Day,0,0,0,16.06,1.34
3Month,0,1.28,0,2.88,0
22Month,1.09,2.19,0.55,14.21,0
