stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,19.26,4.28,0,1.07
21Day,0,1.34,0,1.34,0,0,0,0
3Month,0.32,15.36,0.64,0.32,0,0,0.64,0.32
22Month,0,3.83,1.64,1.09,0,0,0,0
