stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,1.07,0,0,31.02,2.14,5.35
21Day,2.68,1.34,1.34,24.09,0,18.74
3Month,0,0,0,0.32,0,0.32
