stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,28.6,0,0,0
72hpf,1.07,1.07,1.07,25.67,1.07,0,2.14
21Day,5.35,4.02,1.34,6.69,0,1.34,12.05
3Month,0.96,0,0,0,0,0,0
22Month,7.65,1.09,0,1.09,0,0,1.64
