stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,4.09,0,0,0,4.09,0,0,4.09
72hpf,1.07,1.07,0,0,1.07,2.14,0,0,12.84
21Day,0,0,1.34,0,1.34,0,0,4.02,22.76
3Month,0.32,14.08,0.32,2.56,6.08,0,0,0.64,3.84
22Month,1.64,74.35,0.55,8.75,3.28,7.11,2.73,1.64,9.84
