stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
21Day,1.34,0,0,0,0,0,0
3Month,17.6,3.2,2.88,0.32,0.32,0.32,1.28
22Month,13.12,0.55,1.64,0.55,0,0.55,1.09
