stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,12.26,4.09
72hpf,0,0,1.07,0,0,0,1.07
21Day,0,0,0,0,0,1.34,0
3Month,0.32,0.64,0,0,0,0,0
22Month,0,1.09,0,0.55,1.09,0,0
