stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,20.43,0,4.09,0,53.12,0,8.17
72hpf,1.07,19.26,0,2.14,2.14,36.37,0,8.56
21Day,1.34,0,4.02,1.34,1.34,16.06,0,6.69
3Month,0,7.68,160.61,3.2,0.64,1.6,0.32,0.96
22Month,0,1.64,17.49,0,0,0,0,0
