stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,1.07,0,0,0,1.07,5.35,0,2.14
21Day,0,0,0,0,0,0,0,1.34
3Month,0.32,0,0.32,0.32,0,0,0,0
22Month,5.47,0.55,0,0.55,0,0.55,0.55,0.55
