stage,Epithelial,Germ,Immune,Neuron
24hpf,4.09,0,0,4.09
72hpf,0,0,0,1.07
21Day,1.34,0,0,1.34
3Month,0.32,0.32,0,0
22Month,1.09,0,0.55,0
