stage,Epithelial,Germ,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0
72hpf,2.14,0,4.28,0,0
21Day,4.02,0,12.05,0,1.34
22Month,1.09,1.09,0,0,1.09
